"Frame","ROI0","ROI1","ROI2","ROI3","ROI4","ROI5","ROI6","ROI7","ROI8","ROI9","ROI10","ROI11","ROI12","ROI13","ROI14","ROI15","ROI16","ROI17","ROI18","ROI19","ROI20","ROI21","ROI22","ROI23","ROI24","ROI25","ROI26","ROI27","ROI28","ROI29"
342,88.125,69.225,51.517,37.469,50.476,81.712,43.567,45.455,42.971,33.236,61.458,40.627,57.676,41.137,35.81,47.708,46.953,32.89,46.412,55.192,53.328,57.653,36.85,28.545,41.854,26.806,66.738,43.412,56.931,45
343,70.475,57.188,63.533,39.906,46.381,73.827,40.65,44.568,50.441,28.82,62.76,48.44,57.865,48.824,36.595,41,41.25,37.829,54.941,49.885,53.131,60.153,38.275,28.182,38.792,33.944,56.459,38.838,49.052,46.333
344,61.925,49.3,57.8,43.141,47.143,72.981,35.25,47.364,45.529,33.921,55.177,48.72,53.595,47.882,34.274,38.146,44.5,40.756,72.941,56.288,66.508,60.542,38.725,24.636,48.604,35.667,61.951,41.235,49.155,49.389
345,55.375,50.3,64.367,46.25,45.333,71.731,36.817,56.523,39.647,37.18,62.281,46.467,61.892,54.922,34.595,46.604,39.406,35.829,67.971,47.096,75.885,54.75,37.312,45.318,48.75,35.75,53.246,44.985,55.724,41.75
346,45.825,47.938,56.017,43.094,45.143,78.481,39.65,51.864,52.324,34.843,65.917,45.787,53,46.98,28.298,40.771,46.312,38.354,61.235,55.538,99.705,53.75,59.275,65.341,47.771,39.583,55.689,40.588,45.552,44.667
347,46.375,41.612,63.7,41.797,51.667,73.596,41.467,49.886,45,34.888,63.031,56.627,62.595,44.745,34.012,50.25,44.328,37.805,48.412,51.808,87.951,55.514,75.238,59.227,40.479,37.944,51.262,43.162,53.948,44.417
348,43.05,41.825,55.517,42.234,39.238,75.942,43.35,47.364,42.647,33.539,65.427,49.947,61.216,43.098,30.071,45.5,42.531,39.695,36.912,50.75,71.475,57.389,65.338,49.932,41.688,39.472,46.902,47.059,50.103,47.694
349,36.95,66.412,55.983,43.938,45.524,73.923,40.1,50.75,40.853,36.438,59.49,47.667,59.378,50.451,29.06,43.25,42.969,38.232,41.265,57.154,58.754,53.75,56.463,49.568,39.938,34.278,43.459,41.691,51.948,45.208
350,40.188,71.037,59.283,57.656,47.905,79.385,38.3,48.682,51.765,49.618,55.135,48.787,65.351,52.471,37.333,38.583,39.891,36.012,37.206,66.365,54.705,55.833,54.05,50.455,39.812,36.472,45.672,47.574,51.5,46.667
351,40.013,62.775,56.167,83.344,53.095,77.115,36.6,45.182,47.971,61.236,57.677,44.547,55.405,46.216,29.988,43.333,44.328,34.146,32.5,55.654,63.393,57.903,50.7,46.614,35.021,39.361,44.328,47.338,49,44.556
352,32.875,61.975,60.317,70.609,42.476,83.404,45.117,51.659,46.206,51.292,65.906,44.453,51.622,51.824,28.179,62.146,43.312,32.415,76.618,54.173,62.885,51.931,49.575,56.364,35.542,30.972,47.77,41.471,54.397,46.819
353,35.1,47.112,63.5,56.125,53.048,80.846,42.917,49.523,47.294,42.798,62.281,46.413,53.892,50.255,36.786,87.375,53.344,36.073,86.882,55.096,63.131,59.639,45.1,51.5,39.521,35.556,49.623,44.544,49.707,44.208
354,40.513,53.138,60.617,50.766,37.571,78.385,39,53.341,46.353,42.337,63.49,44.867,56.081,50.765,39.512,72.979,78.594,35.476,74.324,48.769,58.852,60.181,39.588,52.091,38.333,32.167,54.525,42.853,46.931,49.014
355,38.963,52.25,46.017,44.141,50.19,72.058,40.367,49.591,43.706,39.697,76.76,46.973,61.946,59.49,66.357,73.875,68.078,34.244,52,66.269,71.033,54.431,43.562,50.432,33.667,36.444,55.033,45.985,47.379,51.514
356,32.362,66.825,60.317,49.906,44,66.096,35.983,44.227,48.824,37.393,106.062,46.427,52.324,60.765,68.06,56.75,63.078,27.659,48.912,73.173,85.066,60.375,39.775,35.932,48.188,30.889,55.033,42.882,55.466,43.333
357,37.412,61.763,59.933,45.859,56.476,73.712,42.383,53.023,39.059,36.472,84.688,43.547,62.432,45.627,50.786,45.604,52,36.402,66.059,51.615,86.934,54.042,37.938,28.841,51.688,36.278,58.754,42.824,51.879,46.236
358,37.4,55,66.25,46.766,68.19,68.115,33.6,53.409,49,35.112,83.062,45.107,53.027,47.608,40.964,47.75,52.234,33.134,73.441,61.058,92.426,59.389,38.513,33.705,45.458,33.944,59.262,46.044,56.552,47.153
359,39,50.35,51,43.391,71.381,69.173,37.617,50.932,53.529,38.303,70.771,42.867,61.486,43.784,37.857,43.438,44.516,34.061,65.912,56.288,99.607,54.931,39.237,39.341,40.917,33.667,58,46.985,53.672,45.778
360,32.875,49.888,62.517,44.438,98.429,79.846,37.5,59.818,36.206,31.933,67.323,49.04,58,46.294,38.083,42.521,46.5,35.085,53.088,67.212,93.016,56.694,34.088,37.523,45.438,35.028,59.721,42.618,57.466,46.417
361,72.262,41.625,62.733,40.281,87.333,69.962,40.717,51.295,39.559,35.011,66.312,41.04,51.351,44.588,32.012,47.875,37.922,37.195,45.618,74.269,90,66.778,42.737,31.318,40.458,33.667,67.41,42.559,52.466,38.764
362,81.575,42.588,60.683,37.203,85.714,69.019,39.417,44.523,50.706,31.348,59.49,45.947,52.757,53.333,34.964,45.146,38.359,40.366,52.853,78.385,84.689,61.972,40.188,35.614,57.292,57.75,72.213,47.706,52.259,46.417
363,71.812,39.725,54.167,43.516,74.714,77.115,37.367,47.568,45.412,36.337,65.698,47.213,52.405,47.157,35.524,50.396,41.016,54.89,44.676,73.462,67.525,59.431,31.112,59.136,56.042,70.861,57.262,41.809,57.138,44.125
364,62.412,51.75,63.833,48.141,76.286,84.423,34.3,51.682,52.235,37.247,58.427,43.453,60.243,42.49,49.952,41.521,45.844,56.354,48.147,62.442,61.279,57.403,39.05,49.386,46.271,67.722,60.098,44.544,64.741,43.764
365,55.487,70.2,71.433,61.453,73.714,85.596,48.9,51.114,43.353,37.843,62.792,46.147,57.135,48.216,69.31,45.583,45.156,59.732,36.971,61.731,58.049,53.903,42.812,39.727,40.708,73.139,52.098,44.941,55.431,44.722
366,49.763,64.688,80.65,58.922,62.667,89.846,49.733,49.909,46.088,34.337,67.708,42.693,54.216,47.431,56.631,45.562,43.016,65.39,37.529,61.731,55.213,57.347,41.35,52.636,37.083,61.444,59.033,47.397,63.707,47.958
367,43.325,61.8,81.367,54.359,56.19,97.981,46.083,48.409,48.471,38.708,65.656,50.213,49.135,43.667,48.274,44.188,45.203,71.659,39.647,72.615,51.361,53.625,36.725,55.705,31.646,51.778,57.082,44.015,58.603,54.403
368,39.737,53.612,64.933,43.578,57.286,94.788,40.433,50.545,43.088,38.73,61.042,48.307,56.541,48.529,41.548,38.688,46.453,55.451,39.147,82.519,55.115,54.236,35.55,56.636,44.583,46,55.098,47.456,52.569,48.875
369,41.138,43.925,61.633,48.859,68.762,80.577,38.283,40.091,52.147,40.472,59.708,46.493,56.243,44.549,37.131,40.583,46.516,45.805,37.294,74.769,56.033,51.333,36.888,45.091,43.771,37.361,48.197,47.353,51.724,59.722
370,39.338,47.075,60.317,44.938,84.571,83.096,45.033,57.136,50.206,37.742,60.969,46.32,52.324,48.647,28.25,46.729,49.016,44.756,42.794,62.692,54.213,56.097,36.463,45.886,42.521,36.472,53.098,44.206,50.448,54.792
371,37.438,41.237,55.467,44.734,86.143,77.712,40.317,47.273,54.412,34.157,63.823,48.2,57.865,59.51,30.583,43.146,43.734,47.402,43.176,52.635,51.443,56.833,34.3,42.023,38.271,38.917,58.623,44.676,54.948,51.875
372,39.45,46.888,56.383,39.719,63.762,70.269,35,46.545,47.618,35.438,83.938,45.853,62.108,50.706,31.155,45.125,41.328,48.488,53.147,65.077,55.23,55.597,37.513,55.045,46.708,34.917,55.639,45.485,55.19,45.681
373,39.938,48.537,63.767,40.219,72.714,70.808,42.283,50.886,50.118,33.258,109.292,44.693,49.351,53.078,32.238,42.167,43.266,54.915,32.471,52.423,52.787,56.208,36.95,64.477,34.333,45.972,50.164,43.221,49.5,46
374,37.425,66.162,62.067,46.156,63.19,76.231,40.817,54.455,45.618,33.045,90.031,46.24,57.081,57.765,31.952,40.021,42.016,56.573,37.706,57.865,51.787,52.833,39.763,46.659,47.417,40.5,51.016,40.353,54.569,48.292
375,33.612,65.6,55.05,51.125,63.429,74.654,38.833,49.25,37.588,33.775,82.802,43.733,49.595,40.882,30.226,45.104,37.203,48.927,79.118,51.808,53.443,54.639,54.35,43.318,44.771,35.667,61.262,43.279,50.534,49.125
376,32.787,60.412,54.017,45.453,60.571,77.865,31.35,51.864,43.853,33.775,74.125,44.88,55.135,48.961,24.833,45.125,44.172,47.244,82.912,47.808,50.689,55.014,72.838,38.795,55.854,36.944,49.098,45.662,53.655,57.167
377,37,54,62.7,37.891,54.095,78.442,40.917,46.068,43.971,36.022,71.375,46.48,58.216,43.863,30.571,41.625,38.75,40.329,61.294,45.712,50.262,51.764,69.812,38.568,51.417,42.139,47.508,48.5,51.81,49.792
378,37.588,50.463,55.267,42.109,46.19,86.288,37.767,49.659,45.676,32.247,67.542,49.853,66.622,44.804,33.452,41.458,44.172,40.061,81,52.654,46.885,55.847,66.5,45.636,40.292,35.222,52.705,44.544,53.966,46.125
379,31.663,48.675,64.45,42.531,63.19,77.115,38.7,56.159,41.176,35.966,74.917,49.253,59.108,43.431,36.5,40.229,39.828,40.988,74.176,51.269,47.115,52.778,64.488,44.136,38.062,33.944,60.803,45.353,58.19,45.528
380,34.5,54.213,64.417,49,58.333,80.827,40.3,54.909,49.971,32.742,92.396,44.12,52.676,51.451,33.036,42.562,44.312,35.354,55.059,54.135,55.721,48.375,54.263,39.523,41.5,38.194,72.607,45.191,57.793,42.375
381,30.8,66.438,54.9,50.188,55.81,76.423,35.033,52.295,50.441,33.494,95,40.52,46.378,50.725,31.464,42.062,48.578,37.183,48.824,46.038,67.508,47.639,55.013,35.841,37.188,39.333,64.049,48.059,56.603,41.889
382,36.875,69.662,60.05,42.516,52.619,77.962,37.217,49.455,46.5,35.281,89.24,45,56.919,50.137,28.94,49,49.828,34.524,46.176,54.596,72.164,56.208,41.65,30.568,36.896,34.417,62.984,51.324,49.655,49.542
383,33.7,60.9,57.833,40.641,61.905,71.038,38.733,47.523,47.353,33.978,82.823,49.613,65.054,45.51,32.833,39.083,71.844,38.159,39.735,77.192,66.525,58.764,44.662,31.5,59,32.556,68.525,45.544,55.224,51.042
384,37.362,58.65,55.067,38.344,60.81,75.808,40.117,64.318,40.853,31,66.375,47.72,55.108,49.529,31.524,43.146,74.25,38.439,32.206,67.865,62.967,50.639,45.7,34.25,45.417,30.972,61.361,42.471,56.086,49.5
385,36.55,57.088,56.85,43.359,70.81,73.346,45.533,65.159,46.676,34.236,64.469,46.76,53.405,43.745,25.56,41.917,81.031,34.927,32.941,68,67.705,57.306,40.737,29.568,51.375,30.528,57.869,41.471,54.672,44.431
386,56.5,53.862,59.65,44.844,69.429,68.173,39.767,95.136,44.147,34.708,67.677,45.413,56.838,47.647,32.095,40.083,71.703,39.573,35.382,72.308,79.18,56.389,44.362,31.114,50.771,36.694,69.033,49.191,55.931,50.208
387,81.525,44.862,59.567,38.359,56.19,73.231,39.35,95.659,50.618,32.36,65.094,47.36,54.135,50.157,31.69,38.208,60.953,35.561,60.912,89.75,68.197,56.278,39.438,30.773,44.083,36.75,62.344,42.824,60.172,45.167
388,77.512,47.737,58.5,45.172,54.762,71.596,40.617,77.432,47.588,35.427,58.115,46.293,48.135,54.627,33.345,44.167,63.734,38,60.941,76.712,66.459,56.875,36.7,34.523,50.958,35.694,63.639,49.059,50,47.014
389,63.65,43.35,52.517,36.609,45.19,79.269,43.167,65.227,42.618,29.899,65.656,48.307,58,56.294,35.202,55.354,55.328,36.012,49.765,70.135,57.18,54.347,37.225,35.091,44.812,34.083,62.967,43.279,53.207,46.417
390,59.388,38.2,51.683,37.75,53.333,78.288,54.8,60.364,55.941,33.989,67.583,48.187,51.919,92.98,27.619,65.625,49.547,34.415,45.206,70.885,56.246,52.958,40.75,37.909,42.688,32.667,49.328,44.529,56.569,49.347
391,48.075,40.463,58.15,43.188,46.952,71.558,47,60.068,52.5,33.933,65.646,48.213,52.432,105.02,31.119,73.292,51.719,36.256,42.971,81.673,59.23,63.556,35.775,60.659,41,35.917,57.934,48.118,57.69,45.333
392,45.6,38.787,59.917,38.438,60.429,65.962,42.183,60.477,44.353,30.831,61.073,47.68,57.811,76.647,29.976,75.792,48.688,38.305,32.853,78.462,50.869,53.708,39.862,62.409,41.583,35,60.656,45.956,55.897,42.431
393,44.95,51.037,58.517,44.375,49.19,75.692,43.917,57.25,53.235,34.652,63.521,46.787,59.324,53.863,31.286,68.604,53.969,40.341,41.882,75.808,60.279,58.264,35.612,49.523,47.521,36.028,57.803,45.824,56.776,49.222
394,45.513,68.7,61.333,40.641,54,76.462,47.783,52.841,52.794,30.775,62.802,46.547,55.811,78.765,32.048,67.792,51.734,31.293,40.176,62.731,52.574,59.097,37.912,45.636,48.146,42.667,49.377,44.809,57.034,45.889
395,41.287,69.188,64.5,39.234,53.048,77,35.6,55.932,52.294,34.719,64.969,49.04,60.919,93.627,26.786,55.333,45.75,32.671,72.176,62.577,59.689,51.764,34.825,43.841,43.25,35.556,54.754,49.162,55.345,44.833
396,45.088,65.213,63.867,47.156,56,72.731,38.433,58.341,50.5,38.337,61.438,49.493,50.757,78.569,32.488,45.438,45.031,33.866,73.853,62.712,51.836,54.458,33.725,33.091,43.667,35,50.393,44.382,55.845,49.208
397,35.838,60.975,62.85,40.188,44.905,68.904,37.667,53.886,46.5,32.371,55.177,49.2,56.946,64.49,30.393,46.542,45.109,33.78,62.706,63,55.328,54.306,35.312,35.591,36.583,33.5,57.508,41.441,57.534,43.25
398,34.325,51.625,81.55,40.641,49,85.865,39.75,58.045,59.735,35.27,63.25,48.56,61.108,55.039,31.369,40.938,43.234,42.634,48.294,56.423,51.098,54.347,36.812,25.818,44.521,36.417,60.492,46.265,54.948,41.861
399,36.487,47.9,75.583,46.625,64.286,104.481,43.633,48.455,46.588,33.191,63.812,53.773,58.757,51.863,28.595,45.104,42.484,35.049,42.618,58.577,56.82,56.694,36.475,25.818,50.021,32.472,63.328,42.779,53.741,51.375
400,31.225,63.838,76.417,37,44.333,98.269,44.883,52.886,46.235,35.09,61.75,42.333,62.649,52.784,28.512,42.5,42.906,37.927,31.5,76.846,49.557,50.236,38.537,33.864,42.417,42.222,54.049,43.147,58.293,44.917
401,34.975,58.188,66.817,41.703,57.381,88.173,43.05,52.568,48.706,32.404,59.281,45.227,59.351,107.353,29.44,40.542,45.781,34.073,37.059,73.288,55.918,53.361,34.375,49.295,30.417,33.222,53.049,43.853,50.621,46.958
402,31.938,48.525,63.65,45.562,46.81,82.558,47.15,56.318,47.941,35.596,72.938,45.68,53.216,83.922,31.94,48.75,44.875,31.878,39.647,81.135,53.738,62.361,36.287,51.5,39.271,38.028,52.885,44.632,56.19,47.181
403,36.388,49.963,59.417,45.625,44.19,88.077,45.167,52.955,43.353,36.022,96.99,46.72,53.108,61.118,33,69.083,50.656,36.402,35.824,79.885,47.721,52.028,38.138,49.227,39.812,38.028,49.852,41.735,55.431,45.069
404,40.85,48.425,58.933,47.281,42.143,81.173,46.983,58.682,46.118,33.438,94.51,46.387,58.568,55.608,30.274,74.833,44.438,31.366,31.206,67.942,58.934,56.875,38.963,52.455,60.375,39.417,53.082,40.603,59.241,41.861
405,60.3,49.075,62.067,43.594,54.19,79.423,59.583,52.773,44.853,37.101,79.438,44.88,62.486,48.706,30.583,65.021,46.875,34.585,37.971,52.404,52.82,54.306,34.737,43.341,50.229,33.528,52.77,45.426,51.603,45.222
406,78.363,69.887,51.717,43.75,41.238,74.404,49.45,53.295,39.618,35.382,73.552,47.333,51.811,46.902,28.774,54.375,47.719,36.341,33.206,63.096,53.721,52.25,40.675,35.091,44,34.611,47.41,45.059,53.828,50.944
407,73.037,70.312,61.433,41.078,50.333,74.058,48.567,49.182,50.147,33.551,64.719,43.2,53,56.02,26.94,44.917,43.828,38.488,33.206,79.269,49.016,52.194,35.287,53.432,40.5,40.806,52.984,48.441,58.69,44.667
408,60.875,61.612,74.75,43.641,73.095,90.481,65.817,50.159,40.059,34.719,61.146,40.787,54.811,46.961,31.405,42.312,39.25,34.402,64.118,79,50.852,57.111,36.713,62.955,37.521,39.611,51.475,43.294,53.621,48.667
409,54.487,63.775,80.5,43.125,79.762,90.25,71.1,52.682,45.529,31.079,60.156,45.8,54.459,52.51,28.702,43.729,44.391,36.512,80.324,68.885,52.115,51.583,35.725,58.023,40.375,38.417,55.049,46.162,48.276,43.792
410,51.188,51.675,88.883,40.109,66.143,104.25,62.067,53.818,44.824,35.697,61.156,44.387,63.135,46.216,27.036,40.979,43.797,37.939,65.853,59.846,48.787,57.181,65.738,53.682,39.25,37.583,53.803,44.162,65.69,45.319
411,46.388,44.537,88.917,79.312,58.714,109.481,54.917,53.818,40.676,41.236,81.219,47.04,55.108,57.137,32.464,53.854,56.25,37.244,48.794,54.115,55.967,55,81.688,49.091,36.688,40.806,50.656,40.603,56.5,43.764
412,43.162,51.4,79.65,62.359,69.476,115.212,56.183,56.432,41.706,46.663,87.552,41.76,55.514,111.529,27.988,70.646,72.797,34.695,47.971,61.346,55.836,53.5,80.287,48.205,35.75,38.472,51.803,44.618,55.5,47.958
413,40.612,37.25,84,56.531,62.619,102.212,47.05,60.614,48.147,45.146,78.74,47.333,50.216,98.451,31.048,77.917,77.875,34.378,41.941,57.942,50.689,51.264,74.75,44.818,44.354,40.806,51.721,44.265,49.914,45.278
414,39.763,43.475,79.9,48.75,56.952,104.962,45.983,57.636,54.735,39.112,67.75,40.8,59.027,70.49,31.298,61.5,74.141,38.963,36.735,43.115,52.361,51.444,62.8,30.295,34.812,32.278,51.689,43.868,51.379,49.958
415,38.4,65.2,68.25,48.25,69.524,94.75,43.783,58.523,44.559,38.888,68.646,43.493,58.081,64.314,32.429,50.354,67.875,32.488,29.471,51.365,50.344,49.167,58.912,35.636,41.604,41.333,54.754,44.529,56.034,48.833
416,34.175,73.85,58.783,45.016,88.429,89.404,39.783,47.295,51.294,43.292,82.115,45.68,63.757,98.98,26.512,39.417,59.094,41.756,29.412,62.173,52.557,51.333,51.95,40.523,43.479,32.083,47.197,45.176,53.397,49.583
417,38.537,76.963,56.383,45.031,70.381,90.019,39.333,62.341,52.206,35.652,83.594,46.773,62.324,75.412,30.75,44.729,49.453,29.695,35.471,63.788,56.246,54.625,52.275,50.886,57.646,37.861,52.262,45.426,53.172,50.472
418,33.662,75.25,59.317,48.438,69.286,80.904,41.517,53.409,56.088,35.551,74.573,42.747,51.973,91.353,32.893,39.875,49.688,37.744,30.765,64.865,53.836,51.458,50.463,40.477,48.625,35.25,48.262,43.897,53.621,47.764
419,33.287,61.75,66.367,45.016,68.429,79.538,40.017,55.659,47,37,73.823,39.907,58.486,77.569,31.369,43.708,49.406,31.402,32.5,55.308,53.656,51.653,42.963,59.477,41.062,38.694,50.344,44.75,57.914,48.806
420,32.35,56.312,76.233,42.359,67.476,94.058,41.633,48.455,46.382,38.371,71.354,43.88,48.459,63.157,28.393,44.688,47.188,33.61,33.412,66.731,53.066,50.667,45.612,51.818,52.875,36.167,54.328,42.221,65.483,40.597
421,34.4,51.9,85.167,42.703,75.762,100.558,40.517,53.455,40.206,33.079,69.406,42.187,57.838,49.373,32.381,46.583,43.172,34.902,34.676,66.231,54.361,48.347,64.95,47.432,40.646,32.75,51.902,47.809,57.879,44.958
422,37.075,44.95,72.65,45.406,60.048,92.635,42.75,57.295,49.324,33.742,69.854,39.08,53.811,54.412,33.905,49.292,45.094,35.134,31.765,68.538,53.148,50.778,67.988,53.795,60.146,36,47.869,47.588,58.603,42.569
423,31.612,45.963,68.017,38.781,58.333,97.885,39.3,50.455,45.559,32.36,65.49,45.773,65.324,71.098,29.798,44.25,44.797,33.28,37.441,56.654,53.541,45.861,64.55,58.455,48.646,35.278,49.033,41.662,49.741,48.208
424,39.275,41.35,60.817,48.547,51.905,81.712,38.05,58.705,41.706,32.079,64.479,42.107,63.541,78.157,28.964,41.312,40.844,32,36.706,65.308,53.672,53.903,64.688,54.614,55.833,32.333,49.934,39.926,45.517,41.528
425,41.463,40.438,61.883,73.047,47.667,89.269,36.133,55.523,52.706,34.461,66.167,48.56,69.622,55.686,30.071,47.896,40.141,34.707,55.265,52.577,54.393,53.222,56.088,50.568,68.042,43.861,49.475,37.897,53.672,44.264
426,38.375,43.075,61.917,85.953,81.952,76.577,42.8,53.205,55.588,31.427,56.688,46.84,61.054,52.902,26.798,45.167,45.828,37.378,49.324,58.096,48,56.389,51.6,38.023,70.771,34.361,49.918,41.118,54.603,49.167
427,37.025,43.213,64.5,60.719,102.905,92.058,40.35,56.614,49.176,30.449,59.479,43.813,58.973,53.706,28.06,43.125,45.25,33.89,36.029,62.538,58.803,53.097,57.838,42.386,48.396,33.778,50.787,44.603,61.897,47.028
428,37.088,63.312,57.867,53.484,84.476,73.692,38.567,58.25,36.382,33.944,62.677,47.427,57.405,49.294,29.131,41.667,35.578,31.817,35.647,60.808,48.541,49.306,60.075,56.25,60.854,28.639,48.787,47.676,58.879,51.764
429,38.175,58.638,59.083,49.312,99.19,84.75,38.55,53.023,37.765,32.888,60.844,42,54.649,48.902,30,47.75,52.891,35.939,44.647,57.519,50.705,50.389,65.012,62.795,62.417,35.167,58.262,42.618,68.828,46.125
430,36.95,61.037,59.067,43.312,91.143,80.038,44.55,56.182,46.618,33.146,57.521,45.52,56.892,47.176,27.81,45.333,75.812,35.159,32.529,70.385,50.754,49.319,58.9,61.205,53.625,40.056,44.754,45.897,63.5,44.056
431,37.188,61.975,64.033,42.562,79.857,77.308,42.25,56.295,44.559,33.775,58.99,45.907,60.811,49.137,25.024,42.479,78.531,38.061,39.971,73.115,59.148,50.833,53.8,47.591,44.062,36.861,44.918,44.941,61.948,41.667
432,56.412,65.512,60.683,43.688,90.048,70.327,39.4,56.136,33.294,32.225,58.677,46.48,56.081,68.451,29.179,41.479,76.891,37.549,44.735,70.404,59.393,47.153,52.562,62.955,50.708,34.167,52.066,38.647,57.776,47.139
433,80.287,71.325,56.167,42.219,75.667,81.673,39.75,59.932,47.382,33.697,55.458,44.267,63.622,113.216,24.476,45.854,62.531,32.963,73.588,69.538,53.262,53.236,52.763,48.318,44.229,30.806,51.852,43.544,55.034,48.569
434,75.463,57.275,61.933,41.25,66.714,79.346,35.333,50.477,46.088,32.461,65.25,47.92,46.054,87.196,26.333,43.333,54.391,32.244,86.824,76.115,53.475,43.486,55.125,49.364,35.396,35.111,51.131,41.956,57.138,43.833
435,64.975,54.025,62.783,39.781,69.619,77.077,37.7,47.659,42.147,34.112,58.188,44.64,60.189,64.745,29.31,42.25,61.438,32.366,68.971,69.75,54.033,57.292,47.1,46.477,42.542,38,47.836,40.559,57.655,40.889
436,52.725,47.713,56.1,39.344,71.381,85.019,41.717,54.545,45.206,27.933,57.115,40.88,62.514,55.078,28.81,40.875,76.891,36.744,63.5,66.942,53.951,54.736,62.838,43.886,41.812,31.861,45.148,40.088,48.741,46.667
437,48.763,45.85,55.35,42.312,59.81,73.865,39.5,45.5,42.382,30.989,60.708,46.947,116.135,51.216,28.31,49.542,83.828,39.354,51.353,63.058,53.705,49.083,68.225,52.841,30.167,38,43.361,45.059,55.638,44.042
438,48.9,45.475,50.233,35.906,60.476,74.058,38.467,56.114,45.176,35.191,53.323,47.427,104.946,49.745,30.631,42.688,80.406,43.671,36.471,53,47.246,48.875,68.588,47.864,37.083,40.583,50.033,43.868,51.052,48.097
439,47.638,41.2,53.267,39.719,62.286,83.019,45.583,46.977,48.618,33.09,54.594,41.173,89.838,52.706,26.619,41.917,66.516,61.11,29.353,59.885,53.213,45.153,62.213,48.045,37.583,41.75,50.82,47.809,56.741,53.083
440,38.763,40.65,50.533,43.047,56.429,70.712,36.767,56.864,51.176,34.854,57.104,46.827,80.73,64.569,31.571,56.104,77.281,67.134,33.912,59.423,46.721,50.306,65.238,36.227,44.083,30.556,46.246,46.735,52.81,45.806
441,42.237,41.6,56.3,40.906,51.429,68.673,41.25,57.477,47.559,33.416,55.25,44.387,79.243,55.941,27.524,62.854,66.844,55.207,38.912,48.077,50.508,49.403,57.838,29.636,38.958,40.278,49.148,48.75,50.345,40.611
442,40.85,38.287,55,40.266,63.238,74.712,39.35,50.682,46.941,34.764,61.698,42.227,64.784,48.431,27.631,62.375,58.422,45.037,33.529,49.673,49.115,49.417,58.312,31.455,39.146,38.861,46.656,42.279,51.776,47.542
443,36.825,62,54.733,45.594,72.762,77.712,38.917,51.886,49.588,35.416,63.01,51,74.703,53.078,40.405,72.333,57.719,36.207,29.441,58.808,50.361,50.958,58.05,29.364,35.604,36.833,48.492,47.632,43.241,45.528
444,36.612,64.938,51.917,47.5,64.714,76.712,38.083,53.614,42,29.955,87.333,42.04,71.108,54.431,63.512,63.292,50.344,42.195,36.706,57.365,50.508,48.458,45.675,30.182,41.25,36.556,46.607,43.368,55.414,48.069
445,40.725,55.612,61.75,41.891,74.429,79.346,42.867,50.295,40.029,32.551,104.896,47.267,82.784,52.196,66.345,65.896,45.766,38.402,31.324,65.462,48.951,54.028,48.8,34.318,51.667,35.361,51.721,40.088,51.052,45.236
446,35.1,53.65,73.917,38.984,74.667,81.365,43.35,50.705,53.559,35.067,98.74,42.213,81.568,50.157,48.869,57.188,44.562,41.39,39.059,75,53.426,46.736,46.463,38.909,44.438,29.444,45.426,40.529,50.759,45.153
447,39.55,51.675,81.833,39.078,53.19,106.692,42.45,62.591,89.794,36.101,80.552,53.387,73.081,50.176,39.202,52.333,50.812,39.122,33.647,82.731,49.951,54.861,48.275,29.841,59.292,33.944,49.213,41.838,53.345,45.778
448,40.35,48.675,80.8,50.484,58.762,104.115,41.05,54.364,80.941,36.303,57.948,43.253,82.486,55.843,36.583,51.104,44.922,37.073,32.118,65.019,51.82,48.083,54.9,33.545,54.604,30.5,45,43.588,51.621,51.986
449,33.987,58.775,82.133,64.688,54.286,98.462,41.15,51.705,66,47.944,66.24,51.107,81.405,51.745,35.048,47.458,45.5,37.268,37.647,59.385,49.508,53.167,46.825,35.545,56.292,34.333,51.82,45.088,59.138,46
450,38.537,68.95,72.65,74.688,51.952,102.192,35.667,59.182,65.559,53.36,67.823,45.787,65.216,48.961,28.476,45.958,48.312,35.878,81.235,57.365,56.328,53.097,51.638,30.75,43.417,35.333,54.131,43.426,53.914,43.681
451,38.088,68.6,62.517,73.453,44.476,93.942,34,56.705,51.412,62.281,81.354,48.667,65.162,47.745,30.726,46.521,44.703,42.585,85.824,57.731,50.689,55.083,44.675,34.955,38.646,34.444,51.246,39.235,51.828,50.361
452,35.8,56.537,65.8,72.297,47,87.962,45.017,50.682,64.088,57.303,80.604,43.12,61.486,53.922,28.393,42.625,40.156,43.451,68.824,59.769,51.262,53,43.6,34.818,42.833,37.222,41.82,43.941,59.879,50.889
453,47.175,52.787,62.567,59.328,52.048,85.596,41.25,51.091,58.647,46.629,64.062,45.027,56.135,51.294,30.893,46.396,45.391,42.829,60.794,67.115,52.656,55.292,40.175,37.091,49.979,39.667,45.033,40.029,52.448,45.986
454,76.375,50.675,58.717,54.703,46.286,83.173,43.917,58.045,59.412,43.506,60.917,51.373,60.459,51.098,32.702,43.146,42.109,41.098,46.824,79.481,46.541,49.222,36.862,31.341,44.292,37.5,52.311,37.926,55.621,42.917
455,69.537,41.525,70.517,67.906,62.048,74.615,36.283,48.409,58.647,45.292,54.677,46.227,58.946,54.529,26.155,41.188,44.266,37.915,40.147,77.865,53.475,49.319,34.8,42.432,43.083,41.083,49.246,38.559,51.069,50.264
